objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
Summoner Wars (Second Edition),332800,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,118528989,7.1204,8.08961,2.578,356,7884,thing,Summoner Wars (Second Edition),2,2,60,60,40,2021,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Summoner Wars: Bellor's Retribution Reinforcement Pack,126942,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525519,5.75052,7.95239,2.4444,0,1635,thing,Summoner Wars: Bellor's Retribution Reinforcement Pack,2,4,30,30,30,2012,"2,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Summoner Wars: Cave Goblins – Second Summoner,136448,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525514,5.766,8.04832,2.2857,0,1607,thing,Summoner Wars: Cave Goblins – Second Summoner,2,4,30,30,30,2013,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Summoner Wars: Fallen Kingdom – Second Summoner,145687,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525510,5.79501,8.18244,2.5,0,1548,thing,Summoner Wars: Fallen Kingdom – Second Summoner,2,4,30,30,30,2013,"2,4",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
Summoner Wars: Goodwin's Blade Reinforcement Pack,92869,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525502,5.85483,7.97922,2.6,0,1959,thing,Summoner Wars: Goodwin's Blade Reinforcement Pack,2,4,30,30,30,2011,"2,4","2,4",10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Summoner Wars: Grungor's Charge Reinforcement Pack,82429,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525522,5.84553,7.90086,2.4545,0,2033,thing,Summoner Wars: Grungor's Charge Reinforcement Pack,2,4,30,30,30,2010,"2,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Summoner Wars: Guild Dwarves – Second Summoner,136447,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113964637,5.78873,8.03622,2.2857,0,1651,thing,Summoner Wars: Guild Dwarves – Second Summoner,2,4,30,30,30,2013,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Summoner Wars: Hawk's Strike Reinforcement Pack,92870,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525488,5.83986,8.02349,2.7,0,1876,thing,Summoner Wars: Hawk's Strike Reinforcement Pack,2,4,30,30,30,2011,"2,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Summoner Wars: Master Set,93260,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113484343,7.11265,7.47649,2.5194,365,13477,thing,Summoner Wars: Master Set,2,4,60,60,30,2011,"2,4",2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Summoner Wars: Rukar's Power Reinforcement Pack,82428,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525491,5.85625,7.92237,2.4,0,2052,thing,Summoner Wars: Rukar's Power Reinforcement Pack,2,4,30,30,30,2010,"2,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Summoner Wars: Saella's Precision Reinforcement Pack,126943,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525481,5.74497,7.98503,2.6667,0,1575,thing,Summoner Wars: Saella's Precision Reinforcement Pack,2,4,30,30,30,2012,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Summoner Wars: Tundra Orcs – Second Summoner,136446,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107525497,5.77171,8.09756,2.5,0,1612,thing,Summoner Wars: Tundra Orcs – Second Summoner,2,4,30,30,30,2013,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Summoner Wars: Vanguards – Second Summoner,145536,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113964640,5.77784,8.13731,2.3333,0,1523,thing,Summoner Wars: Vanguards – Second Summoner,2,4,30,30,30,2013,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
Sun Tzu,18745,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28762205,6.31186,7.04899,2.0952,1714,3976,thing,Sun Tzu,2,2,30,30,30,2005,2,2,10+,No necessary in-game text,,,,,,standalone,,,,,
Sunflower Valley,228390,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113484830,5.67008,6.52918,1.7333,6521,1045,thing,Sunflower Valley,2,5,60,60,45,2017,"2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,
Sunset Over Water,224904,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,117989959,6.13135,6.94947,1.6522,2373,3870,thing,Sunset Over Water,1,4,20,20,20,2018,"1,2,3,4",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Super Dungeon Explore: Brave-Mode Candy,181362,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113963941,5.54955,7.29545,2,0,642,thing,Super Dungeon Explore: Brave-Mode Candy,2,6,120,120,120,2015,,,,,,,,,,expansion,,,,,
Super Dungeon Explore: Captain R,152376,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113963979,5.56505,7.18261,2.6667,0,958,thing,Super Dungeon Explore: Captain R,0,0,0,0,0,2013,,,,,,,,,,expansion,,,,,
Super Dungeon Explore: Herald of Vulcanis,124566,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114575967,5.58602,7.25833,2.5,0,1020,thing,Super Dungeon Explore: Herald of Vulcanis,2,6,120,120,120,2013,,,,,,,,,,expansion,,,,,
Super Dungeon Explore: Nyan Nyan,146628,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114575957,5.58311,7.36778,2.2,0,951,thing,Super Dungeon Explore: Nyan Nyan,2,6,120,120,120,2013,,,,,,,,,,expansion,,,,,
Super Fantasy Brawl,194517,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120199047,6.54073,7.58468,2.2658,1163,4551,thing,Super Fantasy Brawl,2,4,40,40,30,2022,"2,4",2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Super Fantasy Brawl: Art of War,331131,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120198979,5.67206,7.94844,3,0,1439,thing,Super Fantasy Brawl: Art of War,2,4,45,45,30,2022,,,,,,,,,,expansion,,,,,
Super Fantasy Brawl: Circle of Blood,331130,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,125524857,5.68256,7.94419,2,0,1374,thing,Super Fantasy Brawl: Circle of Blood,2,4,40,40,30,2022,,,,,,,,,,expansion,,,,,
Super Fantasy Brawl: Force of Nature,322093,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120198984,5.74207,8.02526,2,0,1781,thing,Super Fantasy Brawl: Force of Nature,2,4,45,45,30,2022,,,,,,,,,,expansion,,,,,
Super Fantasy Brawl: Hot Trick,356567,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,125524862,5.6233,7.9562,0,0,1153,thing,Super Fantasy Brawl: Hot Trick,2,4,45,45,30,2022,,,,,,,,,,expansion,,,,,
Super Fantasy Brawl: Mental Might,356566,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120198961,5.62086,7.8562,0,0,1176,thing,Super Fantasy Brawl: Mental Might,2,4,45,45,30,2022,,,,,,,,,,expansion,,,,,
Super Fantasy Brawl: Radiant Authority,333896,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120199051,5.62908,7.9252,2,0,1265,thing,Super Fantasy Brawl: Radiant Authority,2,4,40,40,30,2022,,,,,,,,,,expansion,,,,,
Super Hazard Quest,182581,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113944163,5.52347,6.45,1.4,17001,417,thing,Super Hazard Quest,2,8,60,60,15,2017,"1,2,3,4,5","2,3",8+,,,,,,,standalone,,,,,
Super Munchkin,16933,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,52323962,5.63872,5.86181,1.8344,7320,7114,thing,Super Munchkin,3,6,90,90,90,2005,"3,4,5,6","4,5",10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Super-Skill Pinball: 4-Cade,302524,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,109048848,6.42273,7.06308,2.2105,1431,7002,thing,Super-Skill Pinball: 4-Cade,1,4,30,30,30,2020,"1,2,3",1,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Super-Vampire,192352,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,94993194,5.50574,5.69738,1,21954,469,thing,Super-Vampire,2,4,20,20,20,2016,"2,3,4",3,5+,,,,,,,standalone,,,,,
Superfight,139443,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107524803,5.60912,5.82817,1.1746,8379,8258,thing,Superfight,3,20,15,15,15,2013,"3,4,5,6,7,8,12,13,14,15","4,5,6",12+,Unplayable in another language,,,,,,standalone,,,,,
Superfight: The Challenge Deck,182200,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107524816,5.54707,6.53721,1,0,700,thing,Superfight: The Challenge Deck,3,10,30,0,30,2015,,,,,,,,,,expansion,,,,,
Superfight: The Red Deck,150385,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107524810,5.53414,6.06732,1,0,1223,thing,Superfight: The Red Deck,2,10,30,30,30,2013,"3,4,5,6,7,8,9,10","3,4,5,6,7",16+,,,,,,,expansion,,,,,
"Surf's Up, Dude!",30741,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,16346579,5.49845,5.55018,1.7368,23712,334,thing,"Surf's Up, Dude!",2,6,45,45,45,2008,"3,4,5,6","4,5",6+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Surrealist Dinner Party,310194,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115922149,5.62129,6.7398,1.8889,7882,763,thing,Surrealist Dinner Party,2,4,50,50,35,2021,"2,3,4","3,4",10+,,,,,,,standalone,,,,,
Survive The Island,425428,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,124535488,6.10452,7.39862,1.4545,2501,2995,thing,Survive The Island,2,5,45,45,45,2024,"2,3,4,5",4,5+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Sushi Go Party!,192291,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115929088,7.23271,7.38554,1.3078,269,68352,thing,Sushi Go Party!,2,8,20,20,20,2016,"2,3,4,5,6,7,8","4,5",8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Sushi Go!,133473,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,38034269,6.88439,6.99545,1.1653,619,89928,thing,Sushi Go!,2,5,15,15,15,2013,"3,4,5",4,6+,No necessary in-game text,,,,,,standalone,,,,,
Sutter's Mill: California Gold Rush of 1849,37739,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,27560915,5.60537,6.13585,2.5,8548,971,thing,Sutter's Mill: California Gold Rush of 1849,2,4,60,60,60,2008,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,
The Swarm,38735,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668693,5.69281,6.31866,2.54,6054,1476,thing,The Swarm,2,4,75,75,75,2008,"2,3,4",3,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Sylla,35761,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691892,6.10573,6.71765,3.1094,2497,3691,thing,Sylla,3,4,90,90,60,2008,"2,3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,
Sylvion: Below Ground,174648,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,118877141,5.56628,7.59397,1.6667,0,598,thing,Sylvion: Below Ground,1,2,15,15,15,2015,1,1,14+,No necessary in-game text,,,,,,expansion,,,,,
System Gate,327521,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120552219,0,8,0,0,4,thing,System Gate,2,99,30,30,10,2020,,,,,,,,,,standalone,,,,,
T-Rex,174,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,23686545,5.49932,5.50147,1.9091,23522,664,thing,T-Rex,3,5,45,45,45,1999,"2,3,4,5","3,4",,No necessary in-game text,,,,,,standalone,,,,,
T.I.M.E Stories,146508,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,122990611,7.1701,7.36556,2.588,315,42446,thing,T.I.M.E Stories,2,4,90,90,90,2015,"2,3,4",4,14+,Unplayable in another language,,,,,,standalone,,,,,
T.I.M.E Stories: A Prophecy of Dragons,189035,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,116131760,6.92642,7.52852,2.6447,0,15180,thing,T.I.M.E Stories: A Prophecy of Dragons,2,4,180,180,90,2016,"2,3,4",4,10+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
T.I.M.E Stories: Estrella Drive,220836,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,124894341,6.31258,7.22383,2.2083,0,7210,thing,T.I.M.E Stories: Estrella Drive,2,4,90,90,90,2017,"2,3,4",4,14+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
T.I.M.E Stories: Expedition – Endurance,193527,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120221566,6.60396,7.36305,2.25,0,10093,thing,T.I.M.E Stories: Expedition – Endurance,2,4,90,90,60,2017,"3,4",4,14+,Unplayable in another language,,,,,,expansion,,,,,
T.I.M.E Stories: Lumen Fidei,213099,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120198893,6.48235,7.39152,2.9412,0,8585,thing,T.I.M.E Stories: Lumen Fidei,2,4,90,0,90,2017,"2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
T.I.M.E Stories: Madame,266217,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,120221581,5.56712,5.67876,2.5789,0,4613,thing,T.I.M.E Stories: Madame,2,4,90,90,90,2019,"3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,
T.I.M.E Stories: The Marcy Case,180585,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,122990617,6.99315,7.4968,2.6633,0,16786,thing,T.I.M.E Stories: The Marcy Case,2,4,90,90,60,2015,"2,3,4",4,12+,Unplayable in another language,,,,,,expansion,,,,,
Ta-Da!,203716,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113954779,5.56386,6.15127,1,11092,636,thing,Ta-Da!,2,6,15,15,10,2016,"3,4,5,6","4,6",6,,,,,,,standalone,,,,,
Taboo,1111,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668312,6.13298,6.30813,1.2066,2360,25957,thing,Taboo,4,10,20,20,20,1989,"4,5,6,7,8,9,10","6,8",10+,Unplayable in another language,,,,,,standalone,,,,,
Taboo Buzz'd,177799,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32610557,0,6.57143,0,0,146,thing,Taboo Buzz'd,4,0,0,0,0,2013,,,,Unplayable in another language,,,,,,standalone,,,,,
TacDex: Pirates,161743,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115921767,5.49682,5.44022,1.1667,24105,200,thing,TacDex: Pirates,2,2,10,10,10,2014,,,5+,,,,,,,standalone,,,,,
Taco Cat Goat Cheese Pizza,253664,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,126883733,6.18874,6.55255,1.0419,2144,19780,thing,Taco Cat Goat Cheese Pizza,2,8,30,30,10,2018,"3,4,5,6,7,8","4,5,6",6+,No necessary in-game text,,,,,,standalone,,,,,
TAGS,248002,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,121029728,5.7645,6.45036,1.1818,4942,1927,thing,TAGS,2,4,40,40,20,2018,"2,3,4",4,,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Tahiti,118776,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,27803861,5.66441,6.32822,1.9211,6666,1024,thing,Tahiti,2,4,60,60,45,2012,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Tail Feathers,179820,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,100380747,5.8173,7.00368,3.1111,4336,3770,thing,Tail Feathers,2,4,90,90,60,2015,2,2,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tak,197405,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,117614151,6.613,7.57026,2.4342,1019,5918,thing,Tak,2,2,60,60,20,2017,2,2,8+,No necessary in-game text,,,,,,standalone,,,,,
Takenoko,70919,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22859708,7.0707,7.2062,1.9753,407,73669,thing,Takenoko,2,4,45,45,45,2011,"2,3,4",3,8+,No necessary in-game text,,,,,,standalone,,,,,
Takenoko: Chibis,174095,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32152122,6.79388,7.52326,1.8824,0,17553,thing,Takenoko: Chibis,2,4,45,0,45,2015,"2,3,4","3,4",8+,No necessary in-game text,,,,,,expansion,,,,,
Takenokolor,373636,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,122170587,5.51169,5.60339,1,20262,458,thing,Takenokolor,2,4,30,30,20,2024,"2,3,4",3,5+,No necessary in-game text,,,,,,standalone,,,,,
Talat,39406,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,32152180,5.57902,6.25867,2,9983,630,thing,Talat,2,3,33,33,33,2008,"2,3",3,8,No necessary in-game text,,,,,,standalone,,,,,
Tales of the Arabian Nights,34119,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,117613894,6.86524,7.1639,2.1476,642,18275,thing,Tales of the Arabian Nights,2,6,120,120,120,2009,"2,3,4",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Talisman: Kingdom Hearts,273976,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115933681,5.6239,6.51473,2.625,7796,1890,thing,Talisman: Kingdom Hearts,2,6,90,90,60,2019,"4,5,6","5,6",10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Talisman: Legendary Tales,255658,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,126116778,5.64285,6.43635,1.3333,7203,1379,thing,Talisman: Legendary Tales,1,6,40,40,20,2018,"2,3,4,5,6",3,6+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Talisman: Revised 4th Edition,27627,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115926175,6.23565,6.50738,2.1715,1960,24675,thing,Talisman: Revised 4th Edition,2,6,90,90,90,2007,"2,3,4,5,6",4,8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Tallinn,194505,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,126520465,5.51783,5.81748,1.3333,18486,286,thing,Tallinn,2,4,20,20,10,2016,"3,4","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,
Tammany Hall,30645,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113078301,6.67825,7.2809,2.7833,909,6164,thing,Tammany Hall,3,5,90,90,90,2007,"3,4,5",5,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Tank Duel: Enemy in the Crosshairs,214234,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,117613780,6.00254,7.54017,2.8205,2993,1959,thing,Tank Duel: Enemy in the Crosshairs,1,8,180,180,60,2019,"1,2,3,4",2,12,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Tanto Cuore,65282,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33366655,6.13289,6.86865,2.161,2362,4109,thing,Tanto Cuore,2,4,45,45,45,2009,"2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tanto Cuore: Expanding the House,68858,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,34675507,5.86903,7.51153,2.12,3887,1837,thing,Tanto Cuore: Expanding the House,2,4,45,45,45,2010,"2,3,4","3,4",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tanto Cuore: Kickstarter Big Box and Maid Randomizer,192399,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35218131,5.52897,7.44343,1,0,286,thing,Tanto Cuore: Kickstarter Big Box and Maid Randomizer,2,4,45,0,45,2015,"2,3,4",4,,,,,,,,expansion,,,,,
Tanto Cuore: Oktoberfest,158130,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33366656,5.74493,7.32024,2.2222,5191,1501,thing,Tanto Cuore: Oktoberfest,2,4,45,45,45,2016,"2,3,4",4,,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tanto Cuore: Promo Card Set #1,97804,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,35218141,5.54784,6.99048,2.2,0,571,thing,Tanto Cuore: Promo Card Set #1,2,4,45,45,45,2011,"2,3,4",4,,,,,,,,expansion,,,,,
Tanto Cuore: Romantic Vacation,75448,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33734382,5.82746,7.47503,2.4545,4224,1585,thing,Tanto Cuore: Romantic Vacation,2,4,30,30,30,2010,"2,3,4","2,3",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tapestry,286096,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113078081,7.2121,7.44159,2.951,284,28915,thing,Tapestry,1,5,120,120,90,2019,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tapestry: Arts & Architecture,349998,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,113078073,6.5729,8.39159,3.2778,0,6498,thing,Tapestry: Arts & Architecture,1,5,120,120,90,2021,"1,2,3,4",3,10+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Tapestry: Plans and Ploys,315708,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,116132097,6.75657,8.11314,2.931,0,9313,thing,Tapestry: Plans and Ploys,1,5,120,120,90,2020,"1,2,3,4",3,10+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Target Arnhem: Across 6 Bridges,16162,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,28691764,5.65389,6.50474,2.1009,6909,1096,thing,Target Arnhem: Across 6 Bridges,2,2,90,90,90,2005,"1,2",2,16+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Targi,118048,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,89354048,7.41755,7.60384,2.3402,159,40556,thing,Targi,2,2,60,60,60,2012,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Targi: The Expansion,202453,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,88747469,6.58328,8.09413,2.5,0,9006,thing,Targi: The Expansion,2,2,60,60,60,2016,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,
The Taverns of Tiefenthal,269207,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,115928527,7.27593,7.57716,2.6807,243,26648,thing,The Taverns of Tiefenthal,2,4,60,60,60,2019,"2,3,4","2,3",10+,No necessary in-game text,,,,,,standalone,,,,,
Tawantinsuyu: The Inca Empire,306481,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114759530,6.54414,7.40345,4.1019,1150,6523,thing,Tawantinsuyu: The Inca Empire,1,4,120,120,60,2020,"1,2,3,4","3,4",14+,No necessary in-game text,,,,,,standalone,,,,,
Tech Support,19001,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96991625,5.46272,3.31842,1,27121,85,thing,Tech Support,2,6,10,10,10,2005,,,,,,,,,,standalone,,,,,
Teenage Mutant Ninja Turtles: Turtle Power Card Game,279014,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,117990020,5.59462,6.30897,1,9060,832,thing,Teenage Mutant Ninja Turtles: Turtle Power Card Game,3,6,15,15,10,2019,"4,5,6","5,6",5+,No necessary in-game text,,,,,,standalone,,,,,
Tekhenu: Time of Seth,341943,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,114759519,5.8142,7.86821,4.1765,0,2511,thing,Tekhenu: Time of Seth,1,4,120,120,60,2021,"2,3,4",3,14+,No necessary in-game text,,,,,,expansion,,,,,
Telestrations After Dark,173761,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,33366493,6.18784,7.10777,1,2148,5520,thing,Telestrations After Dark,4,8,30,30,20,2015,"4,5,6,7,8","6,7,8",16+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Telestrations: 12 Player Party Pack,153016,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,29392441,6.80177,7.7388,1.0612,715,6242,thing,Telestrations: 12 Player Party Pack,4,12,30,30,30,2011,"5,6,7,8,9,10,11,12",12,8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Tem-Purr-A,95386,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,34050092,5.65346,6.03791,1.1786,6919,2629,thing,Tem-Purr-A,3,10,15,15,15,2011,"4,5,6,7,8","5,6,7,8",6+,No necessary in-game text,,,,,,standalone,,,,,
Templar: The Secret Treasures,137406,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,118529490,5.63177,6.38571,2.2308,7550,1137,thing,Templar: The Secret Treasures,2,5,60,60,60,2013,"2,3,4,5",4,8+,No necessary in-game text,,,,,,standalone,,,,,
Tenka,38679,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,22668542,5.51957,6.22857,1.6667,18030,150,thing,Tenka,2,4,45,45,45,2008,"3,4",4,8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Teotihuacan: City of Gods,229853,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,101467827,7.58543,7.85216,3.7747,91,27410,thing,Teotihuacan: City of Gods,1,4,120,120,90,2018,"1,2,3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,
Terminator: Dark Fate – The Card Game,300428,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,97803867,5.65411,7.13034,2.1111,6896,594,thing,Terminator: Dark Fate – The Card Game,1,4,30,30,30,2020,"1,2,3",1,,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Terra Mystica,120677,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,27560665,7.87938,8.04753,3.974,31,53326,thing,Terra Mystica,2,5,150,150,60,2012,"2,3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,
Terra Mystica: Mini expansion,184895,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104445936,6.30026,8.15638,3.7647,0,4135,thing,Terra Mystica: Mini expansion,2,5,150,150,60,2015,"2,3,4,5","3,4",12+,No necessary in-game text,,,,,,expansion,,,,,
Terra Nova,364186,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,107524907,6.27691,7.15539,2.8454,1822,3943,thing,Terra Nova,2,4,90,90,60,2022,"2,3,4","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,
